,Neighborhood,Price
9418,"North Cambridge, Cambridge","$2,400"
9419,"Back Bay East, Back Bay, Boston","$3,500"
9420,"East Cambridge, Cambridge","$2,900"
9421,"West End, Boston","$2,890"
9422,"West End, Boston","$3,070"
9423,"Oak Square, Brighton, Boston","$2,999"
9424,"West End, Boston","$2,780"
9425,"Kenmore, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,835"
9426,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,500"
9427,"South Side, Waltham","$3,300"
9428,"Commonwealth, Brighton, Boston","$2,965"
9429,"Commonwealth, Brighton, Boston","$2,240"
9430,"South Quincy, Quincy","$1,800"
9431,"Hyde Square, Jamaica Plain, Boston","$3,500"
9432,"Newton Corner, Watertown","$2,200"
9433,"Hyde Square, Jamaica Plain, Boston","$3,500"
9434,"Harrison Lenox, South End, Boston","$1,890"
9435,"Quincy Point, Quincy","$2,270"
9436,"Huron Village, West Cambridge, Cambridge","$2,013"
9437,"Ward Two, Somerville","$1,850"
9438,"Chinatown - Leather District, Boston","$4,870"
9439,"Chinatown - Leather District, Boston","$4,870"
9440,"Chinatown - Leather District, Boston","$7,088"
9441,"Commonwealth, Brighton, Boston","$1,925"
9442,"Coolidge Corner, Brookline","$2,330"
9443,"Chinatown - Leather District, Boston","$5,520"
9444,"Commonwealth, Brighton, Boston","$5,500"
9445,"St. Elizabeth's, Brighton, Boston","$6,800"
9446,"St. Elizabeth's, Brighton, Boston","$3,850"
9447,"St. Elizabeth's, Brighton, Boston","$5,000"
9448,"Commonwealth, Brighton, Boston","$5,500"
9449,Reading,"$1,550"
9450,"West End, Boston","$2,380"
9451,"Neighborhood Nine, Cambridge","$3,800"
9452,"Ward Two, Somerville","$2,250"
9453,"Ward Two, Somerville","$2,250"
9454,"North Cambridge, Somerville","$1,750"
9455,"Lower Roxbury, Roxbury, Boston","$4,250"
9456,"North Medford, Medford","$8,800"
9457,"Commonwealth, Brighton, Boston","$5,200"
9458,"Commonwealth, Brighton, Boston","$5,500"
9459,"Kenmore, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,825"
9460,"Coolidge Corner, Brookline","$4,100"
9461,"Columbus, South End, Boston","$3,250"
9462,"Ward Two, Somerville","$2,250"
9463,"Back Bay East, Back Bay, Boston","$4,650"
9464,"St. Elizabeth's, Brighton, Boston","$3,200"
9465,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,675"
9466,"East Cambridge, Cambridge","$2,900"
9467,"South Salem, Salem","$1,500"
9468,"Kenmore, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,715"
9469,"Chinatown - Leather District, Boston","$2,680"
9470,"Inman Square, Cambridge","$2,800"
9471,"Commonwealth, Brighton, Boston","$1,850"
9472,"Coolidge Corner, Brookline","$1,850"
9473,"Commonwealth, Brighton, Boston","$2,000"
9474,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,325"
9475,"Commonwealth, Brighton, Boston","$2,025"
9476,"Back Bay East, Back Bay, Boston","$1,540"
9477,"North Cambridge, Somerville","$1,750"
9478,"South Medford, Medford","$2,625"
9479,"Mission Hill, Boston","$2,300"
9480,"Oak Square, Brighton, Boston","$2,450"
9481,"Mid-Cambridge, Cambridge","$1,700"
9482,"South Braintree, Braintree Town","$2,475"
9483,"Neighborhood Nine, Cambridge","$1,950"
9484,"D Street - West Broadway, South Boston, Boston","$2,462"
9485,"North Cambridge, Cambridge","$2,990"
9486,"Hyde Square, Jamaica Plain, Boston","$3,500"
9487,"Back Bay West, Back Bay, Boston","$1,700"
9488,Holbrook,"$1,275"
9489,"Chinatown - Leather District, Boston","$3,440"
9490,"Chinatown - Leather District, Boston","$4,925"
9491,"Jeffries Point - Airport, East Boston, Boston","$2,200"
9492,"Kenmore, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$5,395"
9493,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,550"
9494,"Commonwealth, Brighton, Boston","$2,275"
9495,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$5,094"
9496,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$4,969"
9497,"St. Elizabeth's, Brighton, Boston","$3,100"
9498,"Coolidge Corner, Brookline","$4,100"
9499,"Neighborhood Nine, Cambridge","$4,000"
9500,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,815"
9501,"D Street - West Broadway, South Boston, Boston","$3,665"
9502,"D Street - West Broadway, South Boston, Boston","$4,015"
9503,"D Street - West Broadway, South Boston, Boston","$3,900"
9504,"Tufts University, Medford Hillside, Somerville","$2,900"
9505,"Allston, Boston","$3,600"
9506,"Prudential - St. Botolph, Back Bay, Boston","$1,540"
9507,"Downtown Boston, Boston","$4,299"
9508,"Arlington Heights, Arlington","$2,400"
9509,"Inman Square, Cambridge","$2,800"
9510,"Columbia Point, Dorchester, Boston","$3,800"
9511,"Back Bay West, Back Bay, Boston","$2,050"
9512,"South Quincy, Quincy","$1,950"
9513,"Brook Farm, West Roxbury, Boston","$2,510"
9514,"Waterfront, North End, Boston","$3,150"
9515,"North Cambridge, Cambridge","$2,405"
9516,"North End, Boston","$2,900"
9517,"Coolidge Corner, Brookline","$2,225"
9518,"Chinatown - Leather District, Boston","$5,668"
9519,"Chinatown - Leather District, Boston","$3,350"
9520,"Chinatown - Leather District, Boston","$3,420"
9521,"South Braintree, Braintree Town","$2,593"
9522,"Quincy Point, Quincy","$2,285"
9523,"North Cambridge, Cambridge","$2,175"
9524,"Coolidge Corner, Brookline","$2,250"
9525,"East Cambridge, Cambridge","$3,200"
9526,"Spring Hill, Somerville","$1,930"
9527,"Back Bay West, Back Bay, Boston","$1,700"
9528,"Kenmore, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,450"
9529,"Metropolitan Hill - Beach Street, Roslindale, Boston","$2,195"
9530,"West End, Boston","$3,635"
9531,"West End, Boston","$4,075"
9532,"Washington Square, Brookline","$3,600"
9533,"Watertown West End, Watertown","$2,400"
9534,"Columbus, South End, Boston","$8,000"
9535,"Columbus, South End, Boston","$8,000"
9536,"Kendall Square, Cambridge","$3,795"
9537,"Kendall Square, Cambridge","$5,439"
9538,"Kendall Square, Cambridge","$3,006"
9539,"Newton Lower Falls, Newton","$3,850"
9540,"Quincy Point, Quincy","$1,810"
9541,"Quincy Point, Quincy","$1,770"
9542,"Oak Square, Brighton, Boston","$1,600"
9543,"Mid-Cambridge, Cambridge","$2,450"
9544,Norwood,"$1,850"
9545,Norwood,"$1,850"
9546,"Commonwealth, Brighton, Boston","$1,800"
9547,"Chinatown - Leather District, Boston","$5,605"
9548,"North End, Boston","$2,500"
9549,"Belingham Square, Chelsea","$2,200"
9550,"Downtown Boston, Boston","$3,195"
9551,"Commonwealth, Brighton, Boston","$1,750"
9552,"Bank Square, Waltham","$2,885"
9553,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,550"
9554,"Brattle, Arlington","$1,750"
9555,"Hyde Square, Jamaica Plain, Boston","$2,625"
9556,"Bank Square, Waltham","$2,800"
9557,"Oak Square, Brighton, Boston","$3,044"
9558,"Marina Bay, Quincy","$1,550"
9559,"Quincy Point, Quincy","$1,820"
9560,"Quincy Point, Quincy","$2,365"
9561,"Back Bay East, Back Bay, Boston","$4,700"
9562,"Ward Two, Somerville","$1,850"
9563,"Ward Two, Somerville","$1,800"
9564,"Ward Two, Somerville","$1,950"
9565,"Hyde Square, Jamaica Plain, Boston","$3,000"
9566,"Coolidge Corner, Brookline","$3,800"
9567,"North End, Boston","$3,400"
9568,"Chinatown - Leather District, Boston","$2,800"
9569,"Commonwealth, Brighton, Boston","$1,850"
9570,"Neighborhood Nine, Cambridge","$2,700"
9571,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,715"
9572,"St. Marks, Dorchester, Boston","$2,775"
9573,"Coolidge Corner, Brookline","$2,295"
9574,"Coolidge Corner, Brookline","$2,350"
9575,"Mid-Cambridge, Cambridge","$2,465"
9576,"Columbia Point, Dorchester, Boston","$3,800"
9577,"Kendall Square, Cambridge","$5,473"
9578,"Oak Square, Brighton, Boston","$2,999"
9579,"Ten Hills, Somerville","$2,100"
9580,"North Cambridge, Cambridge","$2,946"
9581,"Allston, Boston","$4,500"
9582,"Huron Village, West Cambridge, Cambridge","$2,583"
9583,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,915"
9584,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,900"
9585,"Harbor View - Orient Heights, East Boston, Boston","$2,700"
9586,"Egleston Square, Jamaica Plain, Boston","$3,075"
9587,"Ward Two, Somerville","$2,625"
9588,"Cambridgeport, Cambridge","$3,306"
9589,"Brook Farm, West Roxbury, Boston","$1,700"
9590,Norwood,"$1,975"
9591,"Oak Square, Brighton, Boston","$2,610"
9592,"Bank Square, Waltham","$2,075"
9593,"Ward Two, Somerville","$2,650"
9594,"Riverside, Cambridge","$2,595"
9595,"Kenmore, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$3,200"
9596,"Egleston Square, Jamaica Plain, Boston","$3,750"
9597,"Coolidge Corner, Brookline","$3,499"
9598,"Chinatown - Leather District, Boston","$2,750"
9599,"St. Elizabeth's, Brighton, Boston","$1,890"
9600,Natick,"$2,800"
9601,"Winter Hill, Somerville","$2,975"
9602,"Malden Center, Malden","$2,450"
9603,"Belingham Square, Chelsea","$1,900"
9604,"Downtown Boston, Boston","$5,890"
9605,"City Point, South Boston, Boston","$2,400"
9606,"Inman Square, Cambridge","$4,500"
9607,"Coolidge Corner, Brookline","$3,800"
9608,"Neighborhood Nine, Cambridge","$3,200"
9609,"North Allston, Allston, Boston","$1,595"
9610,"Kenmore, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,825"
9611,"Cambridgeport, Cambridge","$3,500"
9612,"Coolidge Corner, Brookline","$2,500"
9613,"West End, Boston","$2,600"
9614,"North Cambridge, Cambridge","$2,941"
9615,"North Cambridge, Cambridge","$4,500"
9616,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,900"
9617,"Bank Square, Waltham","$2,760"
9618,"Oak Square, Brighton, Boston","$2,460"
9619,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,900"
9620,"Seaport District, D Street - West Broadway, South Boston, Boston","$3,830"
9621,"Huron Village, West Cambridge, Cambridge","$2,785"
9622,"Washington Park, Roxbury, Boston","$3,300"
9623,"Newton Upper Falls, Newton","$1,750"
9624,"Commonwealth, Brighton, Boston","$3,450"
9625,"Egleston Square, Jamaica Plain, Boston","$2,575"
9626,"Commonwealth, Brighton, Brookline","$2,900"
9627,"Quincy Point, Quincy","$2,080"
9628,"Coolidge Corner, Brookline","$3,500"
9629,"Coolidge Corner, Brookline","$3,500"
9630,"Coolidge Corner, Brookline","$3,300"
9631,"Kenmore, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,450"
9632,"Brookline Village, Brookline","$2,100"
9633,"Kenmore, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,695"
9634,"Commonwealth, Brighton, Boston","$1,750"
9635,"Coolidge Corner, Boston","$1,850"
9636,"Commonwealth, Brighton, Boston","$1,850"
9637,"Commonwealth, Brighton, Boston","$1,700"
9638,"Coolidge Corner, Boston","$1,525"
9639,"Commonwealth, Brighton, Boston","$2,100"
9640,"Commonwealth, Brighton, Boston","$1,550"
9641,"Commonwealth, Brighton, Boston","$1,575"
9642,"Cambridgeport, Cambridge","$3,549"
9643,"Coolidge Corner, Brookline","$2,675"
9644,"Kendall Square, Cambridge","$3,891"
9645,"Kendall Square, Cambridge","$2,928"
9646,"Mission Hill, Boston","$3,800"
9647,"Wellington, Medford","$2,000"
9648,"North Cambridge, Cambridge","$2,420"
9649,"North Cambridge, Cambridge","$2,946"
9650,"Beacon Hill, Boston","$2,900"
9651,"North Allston, Allston, Boston","$5,300"
9652,"Newton Highlands, Newton","$2,400"
9653,"Coolidge Corner, Brookline","$2,140"
9654,"Malden Center, Malden","$2,970"
9655,"Malden Center, Malden","$2,790"
9656,"Huron Village, West Cambridge, Cambridge","$3,117"
9657,"Huron Village, West Cambridge, Cambridge","$2,208"
9658,"Allston Village, Allston, Boston","$7,000"
9659,"Lower Washington - Mount Hope, Roslindale, Boston","$2,500"
9660,"Telegraph Hill, South Boston, Boston","$4,800"
9661,"Egleston Square, Jamaica Plain, Boston","$3,200"
9662,"St. Elizabeth's, Brighton, Boston","$1,950"
9663,"Coolidge Corner, Brookline","$2,900"
9664,"St. Elizabeth's, Brighton, Boston","$11,000"
9665,"Downtown Medford, Medford","$4,000"
9666,Reading,"$1,550"
9667,"Kenmore, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,795"
9668,"Columbia Point, Dorchester, Boston","$3,100"
9669,"Coolidge Corner, Brookline","$3,500"
9670,"Coolidge Corner, Brookline","$3,500"
9671,"Coolidge Corner, Brookline","$3,350"
9672,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,100"
9673,"Commonwealth, Brighton, Boston","$3,200"
9674,"Highland Park, Roxbury, Boston","$2,775"
9675,"Jeffries Point - Airport, East Boston, Boston","$2,400"
9676,"Bank Square, Waltham","$2,095"
9677,"South Medford, Medford","$2,400"
9678,"Newton Lower Falls, Newton","$3,850"
9679,"Commonwealth, Brighton, Boston","$2,830"
9680,"Washington Park, Roxbury, Boston","$2,775"
9681,"Wyoming, Melrose","$2,950"
9682,"St. Elizabeth's, Brighton, Boston","$3,875"
9683,"St. Elizabeth's, Brighton, Boston","$2,150"
9684,"Lower Washington - Mount Hope, Roslindale, Boston","$2,350"
9685,"Oak Square, Brighton, Boston","$3,675"
9686,"Oak Square, Brighton, Boston","$2,700"
9687,"St. Elizabeth's, Brighton, Boston","$1,950"
9688,"Washington Park, Roxbury, Boston","$2,775"
9689,"Hyde Square, Jamaica Plain, Boston","$3,050"
9690,"Prudential - St. Botolph, Back Bay, Boston","$5,614"
9691,"Harvard Square, Cambridge","$3,395"
9692,"St. Elizabeth's, Brighton, Boston","$1,950"
9693,"Egleston Square, Jamaica Plain, Boston","$3,200"
9694,"Washington Square, Brookline","$2,000"
9695,"Washington Park, Roxbury, Boston","$2,795"
9696,"Coolidge Corner, Brookline","$2,550"
9697,"Lower Roxbury, Roxbury, Boston","$4,600"
9698,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$3,900"
9699,"Uphams Corner - Jones Hill, Dorchester, Boston","$2,100"
9700,"Washington Square, Brookline","$5,800"
9701,"Upper Washington - Spring Street, West Roxbury, Boston","$1,995"
9702,"Kendall Square, Cambridge","$3,823"
9703,"Kendall Square, Cambridge","$3,482"
9704,"Kenmore, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$3,900"
9705,"Oak Square, Brighton, Boston","$2,610"
9706,"Harbor View - Orient Heights, East Boston, Boston","$2,700"
9707,"Jamaica Central - South Sumner, Jamaica Plain, Boston","$2,955"
9708,"Malden Center, Malden","$2,345"
9709,"Davis Square, Somerville","$2,375"
9710,"Huron Village, West Cambridge, Cambridge","$2,634"
9711,"Coolidge Corner, Brookline","$3,600"
9712,"Ward Two, Somerville","$2,000"
9713,Norwood,"$1,925"
9714,Norwood,"$2,525"
9715,"Lower Washington - Mount Hope, Roslindale, Boston","$2,395"
9716,"Metropolitan Hill - Beach Street, Roslindale, Boston","$2,350"
9717,"Lower Washington - Mount Hope, Roslindale, Boston","$3,100"
9718,"St. Elizabeth's, Brighton, Boston","$2,400"
9719,"Coolidge Corner, Brookline","$3,300"
9720,"Coolidge Corner, Brookline","$3,350"
9721,"Coolidge Corner, Brookline","$4,400"
9722,"Huron Village, West Cambridge, Cambridge","$2,595"
9723,"Cambridgeport, Cambridge","$3,367"
9724,"Chinatown - Leather District, Boston","$1,995"
9725,"Bank Square, Waltham","$2,695"
9726,"Kendall Square, Cambridge","$3,472"
9727,"Oak Square, Brighton, Boston","$3,000"
9728,"Winter Hill, Somerville","$3,275"
9729,"Egleston Square, Jamaica Plain, Boston","$3,075"
9730,"Allston Village, Allston, Boston","$1,575"
9731,"North End, Boston","$2,650"
9732,"Washington Park, Roxbury, Boston","$2,300"
9733,"Washington Park, Roxbury, Boston","$2,050"
9734,"Lower Roxbury, Roxbury, Boston","$3,300"
9735,"Inman Square, Cambridge","$2,800"
9736,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,915"
9737,"Huron Village, West Cambridge, Cambridge","$2,968"
9738,"Coolidge Corner, Brookline","$2,800"
9739,"Coolidge Corner, Brookline","$2,195"
9740,"Lower Roxbury, Roxbury, Boston","$4,850"
9741,"Allston, Boston","$3,600"
9742,"North Cambridge, Cambridge","$3,086"
9743,"Washington Park, Roxbury, Boston","$3,350"
9744,"Oak Square, Brighton, Boston","$3,000"
9745,"North Waltham, Waltham","$1,995"
9746,"Cambridgeport, Cambridge","$3,240"
9747,"Fields Corner East, Dorchester, Boston","$2,650"
9748,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,695"
9749,"Coolidge Corner, Brookline","$3,475"
9750,"Coolidge Corner, Brookline","$3,500"
9751,"Coolidge Corner, Brookline","$3,300"
9752,"Harvard Square, Cambridge","$2,945"
9753,"Beacon Hill, Boston","$3,200"
9754,"Downtown Boston, Boston","$3,499"
9755,"Allston Village, Allston, Boston","$4,200"
9756,"Jeffries Point - Airport, East Boston, Boston","$2,000"
9757,"Commonwealth, Brighton, Boston","$1,865"
9758,"Waterfront, North End, Boston","$3,975"
9759,"Washington Square, Brookline","$3,500"
9760,"Ward Two, Somerville","$2,800"
9761,"Washington Park, Roxbury, Boston","$1,975"
9762,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$3,975"
9763,"North End, Boston","$1,900"
9764,"Jamaica Central - South Sumner, Jamaica Plain, Boston","$2,695"
9765,"Washington Park, Roxbury, Boston","$2,050"
9766,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,800"
9767,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,675"
9768,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,915"
9769,"Seaport District, D Street - West Broadway, South Boston, Boston","$2,890"
9770,"Mission Hill, Boston","$2,295"
9771,"Washington Square, Boston","$2,130"
9772,"East Watertown, Watertown","$2,800"
9773,"Coolidge Corner, Brookline","$4,400"
9774,"Coolidge Corner, Brookline","$2,550"
9775,"Coolidge Corner, Brookline","$4,450"
9776,"Coolidge Corner, Brookline","$3,500"
9777,"Quincy Point, Quincy","$2,475"
9778,"Coolidge Corner, Brookline","$4,100"
9779,"Allston, Boston","$2,200"
9780,"Downtown Boston, Boston","$2,740"
9781,"North Cambridge, Cambridge","$2,968"
9782,"Washington Square, Brookline","$5,300"
9783,"West Fens, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$2,800"
9784,"Fenway, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,850"
9785,"Fields Corner East, Dorchester, Boston","$2,200"
9786,"Coolidge Corner, Brookline","$2,180"
9787,"Mission Hill, Boston","$2,100"
9788,"Lexington Town Center, Lexington","$2,200"
9789,"Lexington Town Center, Lexington","$2,650"
9790,"North Quincy, Quincy","$2,100"
9791,"Coolidge Corner, Brookline","$2,550"
9792,"Coolidge Corner, Brookline","$3,500"
9793,"Coolidge Corner, Brookline","$3,300"
9794,"Coolidge Corner, Brookline","$3,500"
9795,"Huron Village, West Cambridge, Cambridge","$3,690"
9796,"Kenmore, Fenway - Kenmore - Audubon Circle - Longwood, Boston","$1,600"
